,Price,Location,History,Millage,Ratings,Year,Make,Model,Transmission,Fuel
561,"₦ 3,930,000",Mainland 3 - SNB,Nigerian Used,"145,970Km",,2008,Toyota,Highlander,Automatic,Petrol
562,"₦ 4,490,000","Island - SNB                                        ,Lagos",Foreign Used,167Km,,2012,Chevrolet,Express Cargo,Automatic,Petrol
563,"₦ 9,530,000","Mainland 2 - SNB                                        ,Lagos",Nigerian Used,"151,077Km",,2012,Toyota,Land Cruiser Prado,Automatic,Petrol
564,"₦ 962,000","Mainland 1 - SNB                                        ,Lagos",Nigerian Used,"93,665Km",E,2007,Toyota,Avalon,Automatic,Petrol
565,"₦ 1,410,000","Ilorin - SNB                                        ,Ilorin",Nigerian Used,"128,028Km",,2008,Honda,Accord,Automatic,Petrol
566,"₦ 1,914,000","Port Harcourt - SNB                                        ,Port Harcourt",Nigerian Used,"81,202Km",,2009,Audi,Q7,Automatic,Petrol
567,"₦ 5,050,000","Mainland 2 - SNB                                        ,Lagos",Nigerian Used,"66,876Km",,2013,Toyota,Venza,Automatic,Petrol
568,"₦ 4,042,000","Mainland 1 - SNB                                        ,Lagos",Foreign Used,"135,777Km",,2012,Toyota,Camry,Automatic,Petrol
569,"₦ 1,690,000","Island - SNB                                        ,Lagos",Nigerian Used,"171,854Km",,2007,Civic,2007,Automatic,Petrol
570,"₦ 1,018,000","Abuja - SNB                                        ,Abuja",Nigerian Used,"245,865Km",,2007,Honda,Pilot,Automatic,Petrol
571,"₦ 4,266,000","Ilorin - SNB                                        ,Ilorin",Nigerian Used,"64,593Km",,2006,Hummer,H3,Automatic,Petrol
572,"₦ 5,890,000","Mainland 2 - SNB                                        ,Lagos",Foreign Used,"91,945Km",,2013,Ford,Escape,Automatic,Petrol
573,"₦ 738,000","Mainland 1 - SNB                                        ,Lagos",Nigerian Used,"259,664Km",,2000,Jeep,Grand Cherokee,Automatic,Petrol
574,"₦ 1,578,000","Mainland 1 - SNB                                        ,Lagos",Nigerian Used,"80,564Km",,2007,HONDA, Cr-V,Automatic,Petrol
575,"₦ 2,810,000","Ibadan - SNB                                        ,Ibadan",Nigerian Used,"11,717Km",,2008,Volkswagen,Touareg,Automatic,Petrol
576,"₦ 570,000",Mainland 3 - SNB,Nigerian Used,"237,903Km",,1999,Honda,Accord,Automatic,Petrol
577,"₦ 2,474,000","Mainland 1 - SNB                                        ,Lagos",Foreign Used,"142,247Km",,2005,Kia,Sorento,Automatic,Petrol
578,"₦ 3,986,000","Mainland 2 - SNB                                        ,Lagos",Nigerian Used,"6,035Km",,2013,Toyota,Camry,Automatic,Petrol
579,"₦ 5,722,000","Mainland 2 - SNB                                        ,Lagos",Nigerian Used,"45,057Km",,2016,Toyota,Corolla,Automatic,Petrol
580,"₦ 962,000","Abuja - SNB                                        ,Abuja",Nigerian Used,"182,345Km",,2005,Honda,Accord,Automatic,Petrol
581,"₦ 2,250,000","Mainland 2 - SNB                                        ,Lagos",Nigerian Used,"110,518Km",,2010,Honda,Accord Crosstour,Automatic,Petrol
582,"₦ 794,000","SNB                                        ,Owerri",Nigerian Used,2000,,NG-711079,Toyota,Avalon,Automatic,Petrol
583,"₦ 1,130,000","Ibadan - SNB                                        ,Ibadan",Nigerian Used,"262,188Km",,2003,Mercedes-Benz,Ml500,Automatic,Petrol
584,"₦ 2,250,000","Abuja - SNB                                        ,Abuja",Nigerian Used,"127,755Km",,2010,Mazda,3,Automatic,Petrol
585,"₦ 3,706,000","Port Harcourt - SNB                                        ,Port Harcourt",Nigerian Used,"15,711Km",D,2013,Hyundai,Sonata,Automatic,Petrol
586,"₦ 3,930,000","Island - SNB                                        ,Lagos",Nigerian Used,"36,265Km",,2012,Honda,Cr-V,Automatic,Petrol
587,"₦ 4,490,000","Island - SNB                                        ,Lagos",Nigerian Used,"82,327Km",,2014,Honda,Cr-V,Automatic,Petrol
588,"₦ 1,802,000","Abuja - SNB                                        ,Abuja",Nigerian Used,"182,144Km",D,2007,Toyota,Camry,Automatic,Petrol
589,"₦ 626,000","Abuja - SNB                                        ,Abuja",Nigerian Used,"156,701Km",,2000,Nissan,Primera,Automatic,Petrol
590,"₦ 10,426,000","Mainland 2 - SNB                                        ,Lagos",Nigerian Used,"101,565Km",D,2014,Toyota,4Runner,Automatic,Petrol
591,"₦ 4,266,000","Island - SNB                                        ,Lagos",Nigerian Used,"156,266Km",,2010,Toyota,Highlander,Automatic,Petrol
592,"₦ 3,538,000","Mainland 2 - SNB                                        ,Lagos",Foreign Used,"22,027Km",,2011,Toyota,Corolla,Automatic,Petrol
593,"₦ 738,000","Mainland 1 - SNB                                        ,Lagos",Nigerian Used,1Km,,2001,Peugeot,406,Automatic,Petrol
594,"₦ 962,000",Mainland 3 - SNB,Nigerian Used,"209,534Km",E,2007,Honda,Accord,Automatic,Petrol
595,"₦ 962,000","Mainland 2 - SNB                                        ,Lagos",Nigerian Used,"175,085Km",,2001,Toyota,Rav4,Automatic,Petrol
596,"₦ 1,074,000","Kaduna SNB                                        ,Kaduna",Nigerian Used,"196,077Km",,2002,Toyota,Sienna,Automatic,Petrol
597,"₦ 1,354,000","SNB                                        ,Owerri",Nigerian Used,"299,999Km",,2003,Toyota,Corolla,Automatic,Petrol
598,"₦ 5,610,000","Mainland 2 - SNB                                        ,Lagos",Nigerian Used,"65,116Km",,2011,Mercedes-Benz,GL 450,Automatic,Petrol
599,"₦ 2,250,000","Mainland 2 - SNB                                        ,Lagos",Foreign Used,"174,239Km",,2007,Volvo,Xc90,Automatic,Petrol
600,"₦ 1,802,000","Mainland 2 - SNB                                        ,Lagos",Nigerian Used,"92,138Km",,2014,Kia,Rio,Automatic,Petrol
601,"₦ 368,400","Mainland 2 - SNB                                        ,Lagos",Nigerian Used,"225,767Km",,1998,Honda,Accord,Automatic,Petrol
602,"₦ 2,810,000","Port Harcourt - SNB                                        ,Port Harcourt",Nigerian Used,"107,736Km",C,2012,Honda,Civic,Automatic,Petrol
603,"₦ 1,690,000","Island - SNB                                        ,Lagos",Nigerian Used,"134,935Km",,2005,Land,Rover Lr3,Automatic,Petrol
604,"₦ 1,242,000","Mainland 2 - SNB                                        ,Lagos",Nigerian Used,"265,325Km",D,2005,Toyota,Sienna,Automatic,Petrol
605,"₦ 1,466,000","Mainland 2 - SNB                                        ,Lagos",Nigerian Used,"133,276Km",,2006,Ford,Expedition,Automatic,Petrol
606,"₦ 3,160,000","Mainland 2 - SNB                                        ,Lagos",Nigerian Used,"144,419Km",,2007,Toyota,Rav4,Automatic,Petrol
607,"₦ 424,400","Port Harcourt - SNB                                        ,Port Harcourt",Nigerian Used,"226,359Km",E,2001,Nissan,Pathfinder,Automatic,Petrol
608,"₦ 1,522,000","Mainland 2 - SNB                                        ,Lagos",Nigerian Used,"102,924Km",,2006,Toyota,Corolla,Automatic,Petrol
609,"₦ 5,050,000","Abuja - SNB                                        ,Abuja",Nigerian Used,"195,542Km",,2008,Ford,F-150,Automatic,Petrol
610,"₦ 1,186,000","Abuja - SNB                                        ,Abuja",Nigerian Used,2001,,NG-710365,Lexus,Rx 300,Automatic,Petrol
611,"₦ 3,986,000","Ibadan - SNB                                        ,Ibadan",Foreign Used,"107,354Km",,2011,Toyota,Camry,Automatic,Petrol
612,"₦ 3,482,000",Mainland 3 - SNB,Foreign Used,"161,718Km",E,2007,Is,250 2007,Automatic,Petrol
613,"₦ 3,930,000","Island - SNB                                        ,Lagos",Nigerian Used,"116,707Km",D,2008,Land,Rover Range Rover Sport,Automatic,Petrol
614,"₦ 4,826,000","Island - SNB                                        ,Lagos",Nigerian Used,"128,518Km",,2009,Landrover,Range Rover Sports,Automatic,Petrol
615,"₦ 5,050,000","Port Harcourt - SNB                                        ,Port Harcourt",Nigerian Used,"130,904Km",D,2008,BMW,X6,Automatic,Petrol
616,"₦ 2,362,000","Port Harcourt - SNB                                        ,Port Harcourt",Nigerian Used,"301,757Km",,2012,Hyundai,Elantra,Automatic,Petrol
617,"₦ 1,578,000","Mainland 1 - SNB                                        ,Lagos",Foreign Used,"243,718Km",D,2007,Nissan,Versa,Automatic,Petrol
618,"₦ 906,000","Ibadan - SNB                                        ,Ibadan",Foreign Used,"235,377Km",,1998,Volkswagen,Beatle,Automatic,Petrol
619,"₦ 3,385,000","Mainland 1 - SNB                                        ,Lagos",Nigerian Used,"212,301Km",,2009,Mercedes-Benz,Ml350,Automatic,Petrol
620,"₦ 1,690,000","Port Harcourt - SNB                                        ,Port Harcourt",Nigerian Used,"137,411Km",E,2006,Toyota,Rav4,Automatic,Petrol
621,"₦ 1,130,000","Port Harcourt - SNB                                        ,Port Harcourt",Nigerian Used,"253,833Km",,2003,Honda,Pilot,Automatic,Petrol
622,"₦ 4,490,000","Mainland 2 - SNB                                        ,Lagos",Nigerian Used,"88,441Km",,2011,Toyota,Venza,Automatic,Petrol
623,"₦ 3,370,000","Ilorin - SNB                                        ,Ilorin",Foreign Used,"103,517Km",,2010,Toyota,Corolla,Automatic,Petrol
624,"₦ 1,922,500","Mainland 2 - SNB                                        ,Lagos",Foreign Used,"217,749Km",,2007,Lincoln,Mkv,Automatic,Petrol
625,"₦ 1,472,500",Mainland 3 - SNB,Nigerian Used,"216,198Km",D,2008,Toyota,Sienna,Automatic,Petrol
626,"₦ 906,000","Mainland 2 - SNB                                        ,Lagos",Nigerian Used,"145,231Km",,2004,Honda,Accord,Automatic,Petrol
627,"₦ 1,360,000","Mainland 2 - SNB                                        ,Lagos",Nigerian Used,2010,,NG-708832,Ford,Escape,Automatic,Petrol
628,"₦ 850,000","Mainland 1 - SNB                                        ,Lagos",Nigerian Used,"103,380Km",E,2008,Volkswagen,Passat,Automatic,Petrol
629,"₦ 962,000",Mainland 3 - SNB,Nigerian Used,"194,024Km",,2001,Toyota,Sequoia,Automatic,Petrol
630,"₦ 3,773,200","Mainland 2 - SNB                                        ,Lagos",Foreign Used,"82,451Km",,2006,Lexus,Gs,Automatic,Petrol
631,"₦ 906,000","Abuja - SNB                                        ,Abuja",Nigerian Used,"214,637Km",,2005,Mercedes-Benz,C240,Automatic,Petrol
632,"₦ 906,000","Port Harcourt - SNB                                        ,Port Harcourt",Nigerian Used,"271,432Km",D,2000,Toyota,Avalon,Automatic,Petrol
633,"₦ 1,522,000","Mainland 2 - SNB                                        ,Lagos",Foreign Used,"219,881Km",D,2006,Hyundai,Sonata,Automatic,Petrol
634,"₦ 1,298,000","Mainland 2 - SNB                                        ,Lagos",Nigerian Used,"299,999Km",E,2006,Toyota,Corolla,Automatic,Petrol
635,"₦ 2,810,000","Abuja - SNB                                        ,Abuja",Nigerian Used,"169,326Km",,2004,Toyota,Sienna,Automatic,Petrol
636,"₦ 290,000","Mainland 1 - SNB                                        ,Lagos",Nigerian Used,"208,477Km",,2000,Mazda,626,Automatic,Petrol
637,"₦ 850,000","Port Harcourt - SNB                                        ,Port Harcourt",Nigerian Used,"158,227Km",,2009,Hyundai,Tucson,Automatic,Petrol
638,"₦ 346,000","SNB                                        ,Owerri",Nigerian Used,"156,638Km",,2003,Mitsubishi,Montero,Automatic,Petrol
639,"₦ 402,000","Ibadan - SNB                                        ,Ibadan",Nigerian Used,"183,722Km",,2000,Chrysler,Town & Country,Automatic,Petrol
640,"₦ 1,634,000","Mainland 1 - SNB                                        ,Lagos",Foreign Used,"128,725Km",,2005,Mercedes-Benz,C230,Automatic,Petrol
641,"₦ 1,690,000","Onitsha - SNB                                        ,Onitsha",Nigerian Used,"87,004Km",,2007,Toyota,Camry,Automatic,Petrol
642,"₦ 2,586,000","Abuja - SNB                                        ,Abuja",Nigerian Used,"200,049Km",,2004,Toyota,Land Cruiser,Automatic,Petrol
643,"₦ 1,400,000","Port Harcourt - SNB                                        ,Port Harcourt",Nigerian Used,"130,916Km",,2005,Toyota,Sienna,Automatic,Petrol
644,"₦ 2,362,000","Mainland 1 - SNB                                        ,Lagos",Nigerian Used,"49,689Km",,2012,Hyundai,Elantra,Automatic,Petrol
